Question,Answer
Apakah ada katalog error terkait pelaporan SPT melalui DJP Online?,"Beberapa error kemungkinan akan anda jumpai pada saat melaporkan SPT Tahunan melalui eFiling (DJP Online). Berikut ini disampaikan kode error dan solusinya, sebagai berikut:
a. Kode Error SO001 “NPWP Tidak Ditemukan”
Solusi:Jika Anda sudah yakin nomor NPWP yang Anda masukkan sudah benar namun
terdapat pesan error seperti tersebut, silakan datang ke KPP untuk dicekNPWP tersebut.
b. Kode Error SO002 “Data Pengguna Tidak Ditemukan”
Solusi: Apabila sudah melakukan registrasi di DJP Online namun terdapat pesan error
seperti tersebut, cek email untuk aktivasi. Kode error ini muncul karena akun DJP Online
Anda belum aktif.
c. Kode Error SO003 “Password Tidak Sesuai”
Solusi:Klik ""Lupa password ?reset di sini""
d. Kode Error SO004 “Pengguna Belum Aktif”
Solusi:Sudah registrasi DJP Online? Jika sudah, cek email untuk aktivasi.Kode error ini
muncul karena akun DJP Online Anda belum aktif. Jika dalam waktu 10 menit belum juga
ada link aktivasi via email, silakan kembali ke halaman awal DJP Online kemudian klik
""Belum menerima link aktivasi ?klik di sini""
e. Kode Error SO005 “Email Sudah Digunakan”
Solusi: Hal ini biasanya terjadi untuk pelaporan pajak online kolektif, silakan gunakan email
yang belum pernah dipakai untuk registrasi DJP Online.
f. Kode Error SO006 “Kegagalan Autentikasi”
Solusi:Hal ini terjadi karena link aktivasi yang terkirim di email tidak ""sinkron""/nyambung
dengan database DJP Online”. Silakan kembali ke halaman awal DJP Online kemudian klik
""Belum menerima link aktivasi ?klik di sini"" kemudian klik link aktivasi yang baru. Jika masih
belum bisa juga, silakan coba klik link aktivasi yang terakhir di lain waktu (keesokan hari).
g. Kode Error SO007 “Invalid Credential”
Solusi: Kemungkinan Anda salah ketik NPWP. NPWP terdiri dari 15 digit.Tidak kurang dan
tidak lebih.Jika Anda sudah yakin nomor NPWP yang Anda masukkan sudah benar, silakan
datang ke KPP untuk dicek NPWPnya.
h. Kode Error REG001 “NPWP Tidak Terdaftar”
Solusi: Jika Anda sudah yakin nomor NPWP yang Anda masukkan sudah benar, silakan
datang ke KPP untuk dicek NPWPnya
i. Kode Error REG002 “NPWP Non Efektif”
Solusi:NPWP Anda Non Efektif disebabkan oleh beberapa hal seperti pada FAQ No. 14,
silakan datang ke KPPterdekat untuk aktifasi NPWP.
j. Kode Error REG003 “NPWP DE”
Solusi:NPWP Anda sudah tidak dapat digunakan. Silakan datang ke KPP untuk mengecek
NPWP. KemungkinanNPWP Anda sudah terhapus dari master file Wajib Pajak
k. Kode Error REG005 “EFIN Tidak Ditemukan”
Solusi: silahan minta kembali nomor EFIN ke KPP terdekat.
l. Kode Error REG006 “EFIN belum diaktivasi”
Solusi:Silahan aktivasi nomor EFIN ke KPP terdekat. Hal ini terjadi karena kode EFIN yang
Anda miliki belum ""sinkron"" dengan database DJP Online.
m. Kode Error REG029 “Aktivasi Tidak Berhasil”
Solusi:Hal ini terjadi karena link aktivasi yang terkirim di email tidak ""sinkron"" dengan
database DJP Online. Silakan kembali ke halaman awal DJP Online kemudian klik ""Belum
menerima link aktivasi ?klik di sini"" kemudian klik link aktivasi yang baru. Jika masih belum
bisa juga, silakan coba klik link aktivasi yang terakhir di lain waktu (keesokan hari).
n. Kode Error REG029A “Aktivasi Tidak Berhasil”
Solusi:Hal ini terjadi karena link aktivasi yang terkirim di email tidak ""sinkron"" dengan
database DJP Online. Silakan kembali ke halaman awal DJP Online kemudian klik ""Belum
menerima link aktivasi ?klik di sini"" kemudian klik link aktivasi yang baru. Jika masih belum
bisa juga, silakan coba klik link aktivasi yang terakhir di lain waktu (keesokan hari)."
Dokumen apa saja yang harus disiapkan untuk lapor SPT Tahunan?,"Dokumen yang disiapkan untuk melaporkan SPT Tahunan Wajib Pajak Orang Pribadi karyawan
adalah formulir bukti potong 1721 A1/ 1721 A2.
Contoh formulir bukti potong 1721 A1
1. Untuk SPT Tahunan PPh dengan formulir 1170 SS, dokumen yang diperlukan adalah:
Bukti potong 1721 A1 (untuk Pegawai Swasta)
Bukti potong 1721 A2 (untuk Pegawai Negeri)
2. SPT Tahunan PPh dengan formulir 1770S, dokumen yang diperlukan adalah:
1721 A1 (untuk Pegawai Swasta)
1721 A2 (untuk Pegawai Negeri)
3. SPT Tahunan PPh jenis 1770, dokumen yang diperlukan adalah:
Penghasilan lain di luar pekerjaan
Bukti potong A1/A2
Neraca & laporan laba-rugi (pembukuan)
Rekapitulasi bulanan peredaran bruto dan biaya (norma)"
Bagaimana tata cara pelaporan SPT Tahunan melalui eFiling?,"Jika sudah memiliki akun DJP Online, maka tata cara pelaporan SPT melalui e-Filing sebagai
berikut:
a. Klik laman DJP Online di alamat https://djponline.pajak.go.id
Isi kolom sesuai petunjuk
b. Ketik Nomor NPWP dan Password serta kode captcha untuk “LOGIN”
c. Pilih e-Filing atau e-Form
Pilih e-filing atau e-form sesuai keinginan
d. Berikutnya masuk ke laman One-stop Tax Services, yang tertera profil Anda dan pilihan
Layanan DJP Online yang diinginkan, yakni e-Filing atau e-Form. Bila memilih e-Filing, maka
Anda harus terkoneksi internet selama pengisian data hingga terakhir kalinya untuk siap
disubmit di portal DJP. Sedangkan dengan e-Form maka pengisian formulir SPT secara
offline pada komputer Anda dan tidak harus terkoneksi dengan internet atau secara online.
e. Apabila menggunakan layanan e-Filing, maka harus klik bagian icon “e-Filing”
f. Memulai untuk membuat SPT baru dengan Klik Buat SPT
memulai membuat SPT
g. Kemudian akan muncul laman baru E-Filing SPT, dan klik “Buat SPT” di bagian pojok kanan
atas.
h. Jawab Pertanyaan di Formulir
pilih dengan benar pada isian formulir SPT
i. Ikuti langkah selanjutnya dan jawab pertanyaan dengan tepat atau sesuai dengan yang
sebenarnya, hingga semua pertanyaan selesai terjawab
j. Pilih formulir yang akan digunakan
Jenis SPT yang muncul sesuai dengan besaran penghasilan Anda
k. Jika penghasilan gaji di atas Rp60 juta per tahun, dan Anda memilih pengisian SPT dengan
bentuk formulir, maka akan muncul informasi SPT 1770S yang siap diklik.
l. Isi data formulir SPT
Isi data formulir sesuai petunjuk
m. Setelah itu Anda akan masuk dalam laman yang memandu Anda untuk mengisi formulir
sesuai petunjuk. Pilih tahun SPT Pajak (2017), lalu pilih status SPT di Normal, dan klik
Langkah Berikutnya.
n. Isi lampiran II SPT sampai dengan selesai."
Apa itu e-Form?,"e-Form merupakan formulir elektronik berekstensi .xfdl yang dapat dibuka di computer dengan
sistem operasi Windows dengan menggunakan aplikasi viewer. Aplikasi viewer dan cara
penginstallannya dapat didownload di djponline.pajak.go.id (setelah login)."
Mengapa Direktorat Jenderal Pajak menambah channel pelaporan SPT melalui e-Form?,"Direktorat Jenderal Pajak menambah channel pelaporan SPT melalui e-Form dimaksudkan untuk
memberikan pelayanan yang lebih baik dan memudahkan Wajib Pajak dalam melaksanakan
kewajiban perpajakannya. Dengan layanan e-Form ini diharapkan Wajib Pajak dapat
menyampaikan pelaporan SPT Tahunan dengan mudah, efisien, paperless, kapanpun dan
dimanapun.
Berikut adalah hal-hal yang perlu diketahui melalui e-Form
a. Pengisian formulir dilakukan tanpa menggunakan jaringan internet
b. Jaringan internet kembali diperlukan pada saat upload formulir ke server DJP
c. Perlu diperhatikan : Dalam komputer yang digunakan untuk mengisi e-Form sebelumnya
perlu diinstal aplikasi Viewer. Aplikasi tersebut dapat diunduh di laman djponline.pajak.go.id
d. Proses upload e-Form dilakukan tanpa perlu login kembali ke laman djponline, WP cukup
memasukkan kode verifikasi yagn sudah dikirimkan ke email dan diisikan ke kolom kode
verifikasi yang ada di dalam e-Form lalu klik “Submit”.
e. Bila proses upload berhasil, BPE akan otomatis terkirim ke email WP"
Apa perbedaan e-Form dengan e-Filling dan e-SPT?,"Pada e-Filling selama pengisian SPT wajib Pajak harus selalu terkoneksi dengan internet, dan
untuk Wajib Pajak yang membutuhkan waktu lama untuk mengisi SPT terutama Daftar Harta dan
Kewajiban serta sering terjadi session habis pada saat pengisian SPT, akibatnya Wajib Pajak harus
login ulang dan mengisi kembali SPT nya dari awal lagi. Sementara untuk penggunaan e-SPT,
pengguna harus menginstall aplikasi e-SPT sesuai jenis SPT yang dilaporkan dan dapat
mengalami kendala apabila terdapat pembaharuan (update) versi e-SPT.
Atas dasar kendala-kendala yang kerap dialami Wajib Pajak di atas, e-Form hadir sebagai
alternative Wajib Pajak untuk menyampaikan SPT dengan lebih mudah dan efisien. Hal ini
dimungkinkan karena 1 aplikasi viewer dapat digunakan untuk mengisi berbagai formulir elektronik
dari berbagai jenis pajak, formulir yang diisi memiliki tampilan yang sama dengan formulir versi
hard copy, dan waktu pengisian formulir tidak perlu terkoneksi internet secara terus menerus,
koneksi internet diperlukan hanya pada saat akan mengambil formulir dan pada saat
mengunggahnya saja."
Bagaimana cara menggunakan layanan dan alur e-Form?,"Untuk menggunakan layanan e-Form Wajib Pajak harus mempunyai EFIN terlebih dahulu, karena
untuk mendapatkan hak akses e-Form harus login ke djponline.pajak.go.id. Setelah login DJP
online, Wajib Pajak dapat mengaktifkan akses ke fitur e-Form dengan cara masuk ke profile
lengkap Wajib Pajak. Untuk lebih jelasnya alur e-Form dapat digambarkan sebagai berikut:
Simulasi penyampaian SPT menggunakan e-Form"
Bagaimana cara mengaktifkan akses Layanan e-Form?,"Setelah login di laman djponline.pajak.go.id, menu e-form belum bisa langsung diakses.untuk dapat
mengaksesnya perlu diaktifkan terlebih dahulu di menu profil lengkap.
setelah masuk ke menu profile lengkap, maka langkah selanjutnya mencentang e-Form dan klik
ubah akses.
setelah klik ubah akses maka akan muncul notifikasi sebagai berikut:
setelah login akan muncul tambahan layanan DJP online (e-form) yang bisa kita akses. akses eForm dengan cara klik di menu e-Form"
Bagaimana masuk ke dalam Dashboard e-Form?,"Setelah mengaktifkan layanan akses e-form, untuk selanjutnya yang harus dilakukan adalah:
a. Klik Logo
b. Setelah klik logo e-Form halaman akan mengarahkan untuk login sekali lagi. Kembali
masukkan NPWP. Password dan kode keamanan lalu klik login.
c. apabila belum install aplikasi viewer, download aplikasi viewer dengan klik menu download
viewer, kemudian install aplikasi tersebut
d. apabila sudah pernah install aplikasi viewer, mulai buat SPT dengan cara klik tombol buat
SPT"
Bagaimana cara mendownload e-Form Viewer?,"jika aplikasi e-Form viewer belum terinstall di PC, setelah klik download viewer langkah selanjutnya
adalah:
a. klik gambar icon Sistem Operasi yang sesuai dengan OS pada PC Anda;
b. Tata cara instalasi aplikasie-Form viewer dapat didownload di menu dokumen instalasi
viewer;
c. setelah selesai instal aplikasi e-Form viewer, mulai dengan langkah download e-Form
dengan klik menu buat SPT."
Bagaimana cara membuat SPT pada e-Form?,"Pada tahap pembuatan SPT ini mirip dengan e-Filling. Anda akan diharuskan menjawab
pertanyaan yang akan mengarahkan pada jenis SPT yang sesuai dengan kondisi /status Anda."
"Bagaimana cara mengisi detail data formulir yang digunakan untuk template SPT yang
akan dibuat dan dilaporkan pada e-Form?","Cara mengisi detail SPT Tahunan pada e-form dilakukan dengan cara sebagai berikut:
a. Pilih Tahun Pajak;
b. pilih status SPt normal/pembetulan;
c. jika status SPT pembetulan, ketik SPT yang akan dibuat merupakan SPT pembetulan ke
berapa;
d. Centang, Hanya kirim token hanya jika anda sudah pernah download e-Form tetapi lupa
kode token atau kode token belum diterima di email anda. kode token ini digunakan untuk
verifikasi pada saat upload SPT/e-Form;
e. klik kirim permintaan.
setelah klik kirim permintaan maka e-Form akan ter download dan save e-Form tersebut di
komputer anda."
Bagaimana cara mengisi detail SPT pada e-Form?,"setelah selesai diunduh, buka e-Form dengan cara klik dua kali. Pertama kali dibuka, Anda akan
masuk ke form 1770S-II. Tampilan e-Form seperti dibawah ini:
a. Menu Standar (Open, Save dan Save as);
b. Jika ingin mengisi pada tabel bagian A, cukup klik item yang sesuai dan isi nominal sejumlah
data Anda;
c. Pada Daftar Harta, Utang dan Susunan Anggota Keluarga pada samping kanan terdapat
tombol +/- yang berfungsi untuk menambah baris atau menghapus inputan;
d. Setelah selesai mengisi lampiran 1770S-II klik tombol selanjutnya untuk melanjutkan ke
lampiran SPT berikutnya yaitu lampiran 1770S-II."
Bagaimana cara mengisi formulir 1770S-I pada e-Form?,"Sama seperti pada pengisian lampiran 1770S-II, yaitu:
a. Bebas mengisi tabel yang ada di bagian A dan B dengan klik item kemudian isi nominal yang
sesuai dengan data anda;
b. menambah/menghapus bukti pemotongan/pemungutan PPh oleh pihak lain dengan klik
tombol+/- yang ada di samping kanan tabel bagian C;
c. apabila anda ingin kembali ke lampiran 1770s-II klik tombol kembali;
d. apabila semua data telah terisi klik tombol selanjutnya untuk melanjutkan pengisian induk
SPT;"
Bagaimana cara mengisi Induk SPT pada e-Form?,"Pada Induk SPT, yang harus diisi sebagai berikut:
a. nomor telepon;
b. status kewajiban perpajakan suami-istri pilih salah satu dari status berikut, KK (Kepala
Keluarga), HB (Hidup Berpisah), PH (Pisah Harta dan Penghasilan) dan MT (Manajemen
Terpisah). pilih status yang sesuai dengan kondisi anda;
c. PTKP anda dan isi semua kotak yang berwarna merah;
d. Jika semua kotak berwarna merah sudah terisi klik selesai."
"Bagaimana cara melaporkan SPT e-Form yang sudah diisi dengan lengkap dan cara
mencetak arsip SPT?","Cara mengirimkan SPT e-Form yang sudah diisi lengkap dilakukan dengan cara membuka kode
token/verifikasi yang ada di email Anda (teregistrasi di akun DJP Online).
untuk melaporkan/upload e-Form Anda, maka yang dilakukan sebagai berikut:
a. pastikan PC anda terkoneksi dengan internet masukkan kode verifikasi ke kolom yang
tersedia kemudian klik submit.
b. jika anda ingin menyimpan dokumen sebagai arsip klik gambar printer maka dokumen akan
tersimpan dan akan terdapat watermark “cetakan ini tidak untuk dikirim ke KPP” karena
memang khusus untuk arsip saja.
c. setelah klik submit maka anda akan mendapat email Bukti Penerimaan Elektronik (bukti
bahwa anda telah melaporkan SPT Tahunan PPh Orang Pribadi)"
"Hal-hal apa saja yang wajib diketahui apabila akan menggunakan e-Form sebagai sarana
pelaporan SPT Tahunan?","Dalam layanan e-Form terdapat hal-hal yang wajib diketahui sebagai berikut:
a. Untuk membuka formulir, klik dua kali pada file yang sudah diunduh;
b. Daftar Harta (jika memiliki harta) dan Bukti Potong PPh yang dipotong/dipungut oleh pihak III
wajib diisi;
c. Baris/kolom isian data yang berwarna merah wajib diisi;
d. Pada saat kirim permintaan (unduh e-Form) pastikan token telah terkirim ke email yang
terdaftar di djp online, jika ternyata belum diterima token dapat diminta kembali dengan cara
memilih Tahun Pajak, Jenis SPT, Kode Pembetulan dan memilih ”Hanya Kirim Token”;
e. Token tidak memiliki masa kadaluarsa, sepanjang token belum digunakan untuk jenis SPT
yang telah diunduh;
f. Data Prepopulated/Data Siap Saji (Daftar Harta/Utang/Tanggungan Keluarga) muncul pada
formulir 1770 S Tahun Pajak 2017, hanya jika:
Pelaporan SPT Tahun Pajak sebelumnya menggunakan e-Filing;
Pelaporan SPT Tahun Pajak 2016 dengan kode pembetulan sebelumnya (n-1)
menggunakan e-Form.
g. Anda bisa meng-upload lampiran dalam bentuk pdf bila ada. Khusus untuk SPT LB,
Lampiran wajib diupload;
h. Untuk SPT dengan status Kurang Bayar wajib menginput NTPN."
"Bagaimana tata cara pelaporan SPT Tahunan dengan menggunakan formulir 1770S
melalui e-Filing?","Pelaporan SPT Tahunan dengan menggunakan e-filing untuk formulir 1770S, langkah pertama
adalah login melalui akun DJP Online, kemudian buat SPT baru, selanjutnya tampilannya sebagai
berikut:
Selanjutnya Anda akan masuk ke halaman berikutnya, yakni ""Lampiran II"";
Jika tidak ada tambahan harta lainnya, Anda bisa langsung lanjut ke ""Langkah Berikutnya"",
dengan mengklik salah satu item yang ada, misal B: Harta Pada Akhir Tahun, maka akan
muncul kolom baru ""Langkah Berikutnya"".
Lalu klik ""Langkah Berikutnya""
Selanjutnya masuk ke Lampiran I
Selanjutnya Anda akan masuk ke Lampiran I, isi sesuai petunjuk bila memang memiliki harta
yang harus dilaporkan sesuai ketentuan;
Apabila tidak ada harta lainnya yang wajib dilaporkan, lewati langkah ini dengan mengklik
salah satu item yang ada, misal A: Penghasilan Neto Dalam Negeri Lainnya, maka akan
muncul kolom baru ""Langkah Berikutnya"";
Lalu klik ""Langkah Berikutnya"".
Selanjutnya masuk ke kolom ""Induk SPT”
Selanjutnya isi identitas Anda sesuai dengan status, apakah Tidak Kawin/Kawin
Lalu lanjutkan ke lankah berikutnya dengan mengklik ""Lanjut ke A""
Lakukan Pengisian Setiap Kolom Sesuai dengan kondisi Anda
Isi setiap kolom dengan benar
Lakukan pengisian sesuai petunjuk yang ada, mulai dari Pengisian Netto, Penghasilan Kena
Pajak, PPh Terutang, Kredit Pajak (jika ada), PPh Kurang/Lebih Bayar (jika ada), Angsuran
PPh Pasal 25 Tahun Pajak Berikutnya (jika ada),
Lalu centang pada kolom ""Setuju/Agree"" pada bagian ""Pernyataan""
Klik ""Langkah Berikutnya""
Selanjutnya informasi status SPT yang dikirim ke DJP
Status SPT yang akan dilaporkan/dikirimkan adalah SPT nihil, apabila pengisiannya
menunjukkan Kurang Bayar/Lebih Bayar maka informasi atas SPT akan ditampilkan
Lalu masukkan kode verifikasi di bagian kolom bawah
Dan SPT siap dikirim dengan mengklik kolom ""Kirim SPT""
Terakhir klik kolom ""Selesai"""
Apa saja syarat-syarat penyampaian SPT Tahunan Pembetulan?,"Sesuai Pasal 6 ayat (2) Peraturan Direktur Jenderal Pajak Nomor PER-01/PJ/2016, persyaratan
untuk menyampaikan SPT Pembetulan sebagai berikut:
a. surat pemberitahuan pemeriksaan belum disampaikan kepada Wajib Pajak, wakil, kuasa,
pegawai, atau anggota keluarga yang telah dewasa dari Wajib Pajak;
b. surat pemberitahuan pemeriksaan bukti permulaan belum disampaikan kepada Wajib Pajak,
wakil, kuasa, pegawai, atau anggota keluarga yang telah dewasa dari Wajib Pajak;
c. dalam hal pembetulan menyatakan rugi atau lebih bayar, pembetulan harus disampaikan
paling lama 2 (dua) tahun sebelum daluwarsa penetapan; dan
d. dalam hal Wajib Pajak membetulkan SPT Tahunan yang telah disampaikan karena menerima
surat ketetapan pajak, Surat Keputusan Keberatan, Surat Keputusan Pembetulan, Putusan
Banding, atau Putusan Peninjauan Kembali Tahun Pajak sebelumnya atau beberapa Tahun
Pajak sebelumnya, yang menyatakan rugi fiskal yang berbeda dengan rugi fiskal yang telah
dikompensasikan dalam Surat Pemberitahuan Tahunan yang akan dibetulkan tersebut,
pembetulan disampaikan dalam jangka waktu 3 (tiga) bulan setelah menerima Surat
Ketetapan Pajak, Surat Keputusan Keberatan, Surat Keputusan Pembetulan, Putusan
Banding, atau Putusan Peninjauan Kembali."
"SPT Tahunan yang disampaikan oleh Wajib Pajak dianggap tidak disampaikan ke DJP.
Hal-hal seperti apa saja yang menyebabkan SPT dianggap tidak disampaikan?","Meskipun Wajib Pajak telah menyampaikan SPT Tahunan baik secara fisik langsung ke KPP
maupun melalui jasa pos maupun ekspedisi, terdapat beberapa kondisi bahwa SPT tersebut
dianggap tidak disampaikan (sesuai Pasal 9 PER-01/PJ/2016), apabila terhadap SPT Tahunan
diketahui bahwa:
a. SPT Tahunan tidak ditandatangani oleh Wajib Pajak/Kuasa Wajib Pajak;
b. SPT Tahunan tidak sepenuhnya dilampiri keterangan dan/atau dokumen yang dipersyaratkan
c. SPT Tahunan yang menyatakan lebih bayar disampaikan setelah 3 (tiga) tahun sesudah
berakhirnya bagian Tahun Pajak atau Tahun Pajak, dan Wajib Pajak telah ditegur secara
tertulis; atau
d. SPT Tahunan disampaikan setelah Direktur Jenderal Pajak melakukan pemeriksaan atau
menerbitkan surat ketetapan pajak,
Dalam kondisi demikian pihak DJP (KPP) akan menyampaikan surat pemberitahuan kepada Wajib
Pajak yang menyatakan bahwa SPT Tahunan dianggap tidak disampaikan."
"Apakah Wajib Pajak dapat melakukan penundaan atau perpanjangan Jangka Waktu
Penyampaian SPT Tahunan?","Pada prinsipnya sesuai dengan Pasal 3 ayat (3) Undang-undang Nomor 6 Tahun 1983
sebagaimana telah diubah terakhir dengan Undang-undang Nomor 28 Tahun 2007 (UU KUP),
jangka waktu untuk menyampaikan SPT Tahunan adalah sebagai berikut :
a. untuk SPT Tahunan PPh Wajib Pajak orang pribadi, paling lama 3 (tiga) bulan setelah akhir
Tahun Pajak;
b. untuk SPT Tahunan PPh Wajib Pajak badan, paling lama 4 (empat) bulan setelah akhir
Tahun Pajak.
Penyampaian SPT Tahunan yang melebihi batas waktu di atas akan dikenakan sanksi denda Pasal
7 KUP yaitu sebesar Rp100.000,- untuk SPT Tahunan Orang Pribadi atau Rp1.000.000,- untuk SPT
Tahunan Badan.
Namun sebagaimana diatur dalam:
a. Pasal 3 ayat (4), (5), (5a), UU Nomor 28 TAHUN 2007 (berlaku sejak 1 Januari 2008) tentang
perubahan ketiga atas UU Nomor 6 TAHUN 1983 tentang Ketentuan Umum dan Tata Cara
Perpajakan
b. PMK-152/PMK.03/2009 tentang perubahan atas PMK-181/PMK.03/2007 (Pasal 9 s/d 13)
tentang Bentuk dan Isi Surat Pemberitahuan, serta Tata Cara Pengambilan, Pengisian,
Penandatanganan, dan Penyampaian Surat Pemberitahuan
c. PER-21/PJ./2009 (berlaku sejak 2 Maret 2009) tentang tata cara penyampaian
pemberitahuan perpanjangan SPT tahunan
d. PER-47/PJ./2008 (berlaku sejak 1 Maret 2009) tentang tata cara penyampaian SPT dan
Penyampaian Pemberitahuan Perpanjangan SPT Tahunan Secara Elektronik (e-filing)
Melalui Perusahaan Penyedian Jasa Aplikasi (ASP)
Wajib Pajak dapat memperpanjang penyampaian Surat Pemberitahuan Tahunan Pajak
Penghasilan dengan cara menyampaikan pemberitahuan secara tertulis.
Pemberitahuan di atas harus disertai perhitungan sementara pajak yang terutang dalam satu tahun
pajak.Pemberitahuan ini juga harus dilampiri dengan SSP sebagai bukti pelunasan jika
berdasarkan perhitungan sementara Wajib Pajak SPT nya Kurang Bayar."
Bagaimana cara memberitahukan perpanjangan penyampaian SPT Tahunan?,"Tatacara pemberitahuan perpanjangan penyampaian SPT Tahunan sebagaimana diatur dalam
PMK-152/PMK.03/2009 tentang perubahan atas PMK-181/PMK.03/2007 (Pasal 9 s/d 13) tentang
Bentuk dan Isi Surat Pemberitahuan, serta Tata Cara Pengambilan, Pengisian, Penandatanganan,
dan Penyampaian Surat Pemberitahuan, sebagai berikut:
a. Pemberitahuan Perpanjangan SPT Tahunan dibuat secara tertulis dan disampaikan ke
Kantor Pelayanan Pajak, sebelum batas waktu penyampaian SPT Tahunan berakhir.
b. Pemberitahuan dilampiri dengan perhitungan sementara, laporan keuangan sementara dan
SSP sebagai bukti pelunasan
c. Pemberitahuan Perpanjangan SPT Tahunan wajib ditandatangani oleh Wajib Pajak atau
Kuasa Wajib Pajak
d. Dalam hal Pemberitahuan Perpanjangan SPT Tahunan ditandatangani oleh Kuasa Wajib
Pajak, Pemberitahuan Perpanjangan SPT Tahunan harus dilampiri dengan Surat Kuasa
Khusus.
e. Pemberitahuan disampaikan secara langsung, melalui pos dengan bukti pengiriman surat
atau cara lain melalui jasa ekspedisi atau jasa kurir dengan bukti pengiriman surat, atau
dengan cara e-Filling melalui ASP
f. Penyampaian Pemberitahuan Perpanjangan SPT Tahunan secara langsung diberikan tanda
penerimaan surat dan penyampaian Pemberitahuan Perpanjangan SPT Tahunan secara eFilling melalui ASP diberikan Bukti Penerimaan Elektronik
g. Bukti pengiriman surat melalui pos, jasa ekspedisi atau jasa kurir atau tanda penerimaan
surat serta Bukti Penerimaan Elektronik menjadi bukti penerimaan Pemberitahuan
Perpanjangan SPT Tahunan."
"Sampai kapan batas akhir Penyampaian SPT Tahunan setelah dilakukan Pemberitahuan
Perpanjangan SPT Tahunan?","Perpanjangan jangka waktu penyampaian SPT Tahunan ini adalah untuk paling lama 2 (dua
bulan).Apabila Wajib Pajak tidak menyampaikan SPT Tahunan dalam jangka waktu tersebut, maka
terhadap Wajib Pajak dapat diterbitkan Surat Teguran. Penerbitan Surat Teguran ini akan
memberikan jalan kepada DJP untuk melakukan pemeriksaan pajak atas SPT Tahunan yang tidak
disampaikan juga dalam jangka waktu dalam Surat Teguran."
"Apa yang dilakukan oleh DJP apabila pemberitahuan perpanjangan penyampaian SPT
Tahunan tidak memenuhi syarat?","Apabila Pemberitahuan Perpanjangan SPT Tahunan dianggap bukan Pemberitahuan
Perpanjangan SPT Tahunan, Direktur Jenderal Pajak wajib memberitahukan kepada Wajib
Pajak.Apabila tidak ada pemberitahuan seperti ini maka pemberitahunan perpanjangan
penyampaian SPT Wajib Pajak dianggap memenuhi ketentuan."
"Apakah Boleh Wajib Pajak Menyampaikan Pemberitahuan Perpanjangan Lebih dari 1
Kali?","Dalam hal Wajib Pajak belum siap untuk menyampaikan SPT Tahunan dalam jangka waktu
sebagaimana dimaksud pada Pemberitahuan Perpanjangan Penyampaian SPT Tahunan yang
diajukan sebelumnya, maka Wajib Pajak masih dapat menyampaikan Pemberitahuan
Perpanjangan SPT Tahunan lagi sepanjang tidak melampaui batas waktu 2 (dua) bulan sejak batas
waktu penyampaian SPT Tahunan pasal 3 UU KUP (Pasal 7 PER-21/PJ./2009)"
Bagaimana petunjuk pengisian SPT 1770SS?,"Petunjuk pengisian SPT untuk formulir 1770SS dilampirkan dalam attachment SPT form 1770SS
(/sites/default/files/2019-03/Formulir%20SPT%201770%20SS.pdf)."
Bagaimana petunjuk pengisian SPT 1770S?,"Petunjuk pengisian SPT untuk formulir 1770S dilampirkan dalam attachment SPT form 1770S
(/sites/default/files/2019-03/Petunjuk%20Pengisian%20SPT%201770%20S.pdf)."
Bagaimana petunjuk pengisian SPT 1770?,"Petunjuk pengisian SPT untuk formulir 1770 dilampirkan dalam attachment SPT form 1770
(/sites/default/files/2019-03/Petunjuk%20Pengisian%20SPT%201770.pdf)."
Bagaimana petunjuk pengisian SPT 1771?,"Petunjuk pengisian SPT untuk formulir 1771 dilampirkan dalam attachment SPT form 1771
(/sites/default/files/2019-03/info-pajak/Lampiran%20VIII%20Petunjuk%20Pengisian%201771.pdf)."
